=========================================================================
Parameter Value(s)
-------------------------------------------------------------------------
"Survey: GOA"
"Common Name: Pacific cod,Pacific cod (adult),Pacific cod (juvenile)"
=========================================================================
"Survey","Year","Cruise Join ID","Haul Join ID","Cruise Number","Vessel Number","Haul Number","Starting Latitude (dd)","Starting Longitude (dd)","Ending Latitude (dd)","Ending Longitude (dd)","Stratum","Stratum INPFC Area","Stratum Min Depth (m)","Stratum Max Depth (m)","Stratum Description","Stratum Regulatory Area Name","Stratum Type","Domain","Density","Gear Performance","Satifactory Gear Performance","Gear Performance Description","Gear Depth","Bottom Depth","Specimen ID","Biostratum","Species Code","Common Name","Scientific Name","Length (mm)","Sex","Weight (gm)","Age (years)","Maturity","Maturity Table","Gonad Weight","Specimen Subsample Method","Specimen Sample Type","Age Determination Method","AKFIN Load Date"
GOA,1993,784786,784304,199301,60,193,56.73683,-155.01567,56.7555,-154.984,22,Chirikof,1,100,"Chirikof Bank",CENTRAL GOA,SHELF,,,0,Y,"Good performance",57,57,684,22,21720,Pacific cod,Gadus macrocephalus,720,Female,3810,6,,,,5,3,6,29-SEP-21
GOA,1993,784786,784306,199301,60,195,56.55833,-155.4505,56.54533,-155.46683,22,Chirikof,1,100,"Chirikof Bank",CENTRAL GOA,SHELF,,,0,Y,"Good performance",77,77,704,22,21720,Pacific cod,Gadus macrocephalus,830,Female,6705,7,,,,5,3,6,29-SEP-21
GOA,1993,784786,784306,199301,60,195,56.55833,-155.4505,56.54533,-155.46683,22,Chirikof,1,100,"Chirikof Bank",CENTRAL GOA,SHELF,,,0,Y,"Good performance",77,77,712,22,21720,Pacific cod,Gadus macrocephalus,750,Female,4865,6,,,,5,3,6,29-SEP-21
GOA,1993,784786,784310,199301,60,199,56.20333,-155.83617,56.18583,-155.83417,22,Chirikof,1,100,"Chirikof Bank",CENTRAL GOA,SHELF,,,0,Y,"Good performance",73,73,727,22,21720,Pacific cod,Gadus macrocephalus,480,Female,1217,4,,,,5,3,6,29-SEP-21
GOA,1996,881074,881172,199601,23,169,57.67485,-150.1847,57.66606,-150.2065,134,Kodiak,101,200,"Kodiak Outer Shelf",CENTRAL GOA,SHELF,,,0,Y,"Good performance",190,190,641,134,21720,Pacific cod,Gadus macrocephalus,520,Female,1382,4,,,,5,1,6,29-SEP-21
GOA,1996,881074,881179,199601,23,176,57.98944,-150.5122,57.97373,-150.5025,130,Kodiak,101,200,"Albatross Gullies",CENTRAL GOA,GULLY,,,0,Y,"Good performance",156,156,643,130,21720,Pacific cod,Gadus macrocephalus,390,Female,624,3,,,,5,1,6,29-SEP-21
GOA,1996,881074,881161,199601,23,184,58.90468,-150.6049,58.90854,-150.5825,131,Kodiak,101,200,"Portlock Flats",CENTRAL GOA,SHELF,,,1.11,Y,"Completed tow",129,129,652,131,21720,Pacific cod,Gadus macrocephalus,440,Female,858,3,,,,5,3,6,29-SEP-21
GOA,1996,881074,881162,199601,23,185,59.20626,-150.4577,59.21231,-150.4353,133,Kodiak,101,200,"Kenai Flats",CENTRAL GOA,SHELF,,,2.4,Y,"Belly damaged",137,137,661,133,21720,Pacific cod,Gadus macrocephalus,380,Male,592,3,,,,5,1,6,29-SEP-21
GOA,1996,881074,881162,199601,23,185,59.20626,-150.4577,59.21231,-150.4353,133,Kodiak,101,200,"Kenai Flats",CENTRAL GOA,SHELF,,,2.4,Y,"Belly damaged",137,137,670,133,21720,Pacific cod,Gadus macrocephalus,400,Female,716,3,,,,5,1,6,29-SEP-21
GOA,1996,881074,881168,199601,23,191,58.53085,-149.6236,58.52525,-149.5966,131,Kodiak,101,200,"Portlock Flats",CENTRAL GOA,SHELF,,,0,Y,"Good performance",142,142,684,131,21720,Pacific cod,Gadus macrocephalus,510,Female,,4,,,,5,1,6,29-SEP-21
GOA,1996,881074,881168,199601,23,191,58.53085,-149.6236,58.52525,-149.5966,131,Kodiak,101,200,"Portlock Flats",CENTRAL GOA,SHELF,,,0,Y,"Good performance",142,142,687,131,21720,Pacific cod,Gadus macrocephalus,470,Male,1050,3,,,,5,1,6,29-SEP-21
GOA,1996,881074,881145,199601,23,194,58.33424,-148.9872,58.34164,-149.0082,131,Kodiak,101,200,"Portlock Flats",CENTRAL GOA,SHELF,,,0,Y,"Good performance",130,130,689,131,21720,Pacific cod,Gadus macrocephalus,390,Male,,3,,,,5,1,6,29-SEP-21
GOA,1996,881074,881145,199601,23,194,58.33424,-148.9872,58.34164,-149.0082,131,Kodiak,101,200,"Portlock Flats",CENTRAL GOA,SHELF,,,0,Y,"Good performance",130,130,702,131,21720,Pacific cod,Gadus macrocephalus,680,Female,,6,,,,5,1,6,29-SEP-21
GOA,1996,881074,881149,199601,23,198,59.09132,-148.9675,59.08912,-148.9415,133,Kodiak,101,200,"Kenai Flats",CENTRAL GOA,SHELF,,,0,Y,"Good performance",140,140,723,133,21720,Pacific cod,Gadus macrocephalus,630,Female,2580,5,,,,5,1,7,29-SEP-21
GOA,1996,881074,881149,199601,23,198,59.09132,-148.9675,59.08912,-148.9415,133,Kodiak,101,200,"Kenai Flats",CENTRAL GOA,SHELF,,,0,Y,"Good performance",140,140,730,133,21720,Pacific cod,Gadus macrocephalus,500,Female,1392,4,,,,5,1,6,29-SEP-21
GOA,1996,881074,881149,199601,23,198,59.09132,-148.9675,59.08912,-148.9415,133,Kodiak,101,200,"Kenai Flats",CENTRAL GOA,SHELF,,,0,Y,"Good performance",140,140,752,133,21720,Pacific cod,Gadus macrocephalus,590,Male,2146,5,,,,5,1,6,29-SEP-21
GOA,1996,881074,881149,199601,23,198,59.09132,-148.9675,59.08912,-148.9415,133,Kodiak,101,200,"Kenai Flats",CENTRAL GOA,SHELF,,,0,Y,"Good performance",140,140,756,133,21720,Pacific cod,Gadus macrocephalus,470,Male,1254,4,,,,5,1,6,29-SEP-21
GOA,1996,881074,881152,199601,23,201,59.2432,-148.5696,59.23382,-148.5513,133,Kodiak,101,200,"Kenai Flats",CENTRAL GOA,SHELF,,,0,Y,"Good performance",112,112,759,133,21720,Pacific cod,Gadus macrocephalus,530,Female,1668,4,,,,5,3,6,29-SEP-21
GOA,1996,881074,881152,199601,23,201,59.2432,-148.5696,59.23382,-148.5513,133,Kodiak,101,200,"Kenai Flats",CENTRAL GOA,SHELF,,,0,Y,"Good performance",112,112,765,133,21720,Pacific cod,Gadus macrocephalus,710,Female,3732,7,,,,5,3,6,29-SEP-21
GOA,1996,881074,881152,199601,23,201,59.2432,-148.5696,59.23382,-148.5513,133,Kodiak,101,200,"Kenai Flats",CENTRAL GOA,SHELF,,,0,Y,"Good performance",112,112,766,133,21720,Pacific cod,Gadus macrocephalus,430,Female,924,3,,,,5,3,7,29-SEP-21
GOA,1996,881074,881152,199601,23,201,59.2432,-148.5696,59.23382,-148.5513,133,Kodiak,101,200,"Kenai Flats",CENTRAL GOA,SHELF,,,0,Y,"Good performance",112,112,767,133,21720,Pacific cod,Gadus macrocephalus,790,Female,4294,7,,,,5,3,6,29-SEP-21
GOA,1999,978772,978977,199901,23,92,56.50809,-156.5318,56.49657,-156.5285,121,Chirikof,101,200,"Shelikof Edge",CENTRAL GOA,SHELF,,,0,Y,"Good performance",200,200,451,121,21720,Pacific cod,Gadus macrocephalus,560,Male,1978,4,,,,5,1,6,29-SEP-21
GOA,1999,978772,978987,199901,23,102,56.35665,-155.6903,56.36833,-155.6815,22,Chirikof,1,100,"Chirikof Bank",CENTRAL GOA,SHELF,,,0,Y,"Good performance",70,70,463,22,21720,Pacific cod,Gadus macrocephalus,820,Female,6475,8,,,,5,1,6,29-SEP-21
GOA,1999,978772,978989,199901,23,104,56.35056,-155.2482,56.33458,-155.2483,22,Chirikof,1,100,"Chirikof Bank",CENTRAL GOA,SHELF,,,0,Y,"Good performance",37,37,486,22,21720,Pacific cod,Gadus macrocephalus,160,Female,44,1,,,,5,1,3,29-SEP-21
GOA,1999,978772,978999,199901,23,114,56.65178,-153.91,56.66252,-153.9013,30,Kodiak,1,100,"Albatross Shallows",CENTRAL GOA,SHELF,,,0,Y,"Good performance",67,67,500,30,21720,Pacific cod,Gadus macrocephalus,560,Female,1950,,,,,5,1,,29-SEP-21
GOA,1999,978772,978999,199901,23,114,56.65178,-153.91,56.66252,-153.9013,30,Kodiak,1,100,"Albatross Shallows",CENTRAL GOA,SHELF,,,0,Y,"Good performance",67,67,506,30,21720,Pacific cod,Gadus macrocephalus,420,Female,808,3,,,,5,1,6,29-SEP-21
GOA,1999,978772,979000,199901,23,115,56.62327,-154.0026,56.61604,-153.9832,30,Kodiak,1,100,"Albatross Shallows",CENTRAL GOA,SHELF,,,0,Y,"Good performance",42,42,517,30,21720,Pacific cod,Gadus macrocephalus,280,Female,194,2,,,,5,1,6,29-SEP-21
GOA,1999,978772,978889,199901,23,118,56.21611,-154.5958,56.22264,-154.5799,22,Chirikof,1,100,"Chirikof Bank",CENTRAL GOA,SHELF,,,-2.1,N,"Wing damaged",88,88,537,22,21720,Pacific cod,Gadus macrocephalus,460,Male,1024,3,,,,5,1,6,29-SEP-21
GOA,1999,978772,978889,199901,23,118,56.21611,-154.5958,56.22264,-154.5799,22,Chirikof,1,100,"Chirikof Bank",CENTRAL GOA,SHELF,,,-2.1,N,"Wing damaged",88,88,540,22,21720,Pacific cod,Gadus macrocephalus,520,Female,1684,4,,,,5,1,6,29-SEP-21
GOA,1999,978772,978892,199901,23,121,56.21191,-154.5365,56.2212,-154.5215,22,Chirikof,1,100,"Chirikof Bank",CENTRAL GOA,SHELF,,,0,Y,"Good performance",92,92,543,22,21720,Pacific cod,Gadus macrocephalus,430,Male,752,3,,,,5,1,6,29-SEP-21
GOA,1999,978772,978892,199901,23,121,56.21191,-154.5365,56.2212,-154.5215,22,Chirikof,1,100,"Chirikof Bank",CENTRAL GOA,SHELF,,,0,Y,"Good performance",92,92,545,22,21720,Pacific cod,Gadus macrocephalus,410,Male,690,3,,,,5,1,6,29-SEP-21
GOA,1999,978772,978892,199901,23,121,56.21191,-154.5365,56.2212,-154.5215,22,Chirikof,1,100,"Chirikof Bank",CENTRAL GOA,SHELF,,,0,Y,"Good performance",92,92,548,22,21720,Pacific cod,Gadus macrocephalus,250,Male,144,1,,,,5,1,6,29-SEP-21
GOA,1999,978772,978899,199901,23,128,57.08764,-153.427,57.10052,-153.421,30,Kodiak,1,100,"Albatross Shallows",CENTRAL GOA,SHELF,,,0,Y,"Good performance",111,111,564,30,21720,Pacific cod,Gadus macrocephalus,750,Female,5000,7,,,,5,1,6,29-SEP-21
GOA,1999,978772,978899,199901,23,128,57.08764,-153.427,57.10052,-153.421,30,Kodiak,1,100,"Albatross Shallows",CENTRAL GOA,SHELF,,,0,Y,"Good performance",111,111,566,30,21720,Pacific cod,Gadus macrocephalus,800,Female,6155,7,,,,5,1,6,29-SEP-21
GOA,1999,978772,978900,199901,23,129,57.00818,-153.397,57.02083,-153.386,30,Kodiak,1,100,"Albatross Shallows",CENTRAL GOA,SHELF,,,0,Y,"Good performance",45,45,574,30,21720,Pacific cod,Gadus macrocephalus,270,Male,204,2,,,,5,1,6,29-SEP-21
GOA,1999,978772,978900,199901,23,129,57.00818,-153.397,57.02083,-153.386,30,Kodiak,1,100,"Albatross Shallows",CENTRAL GOA,SHELF,,,0,Y,"Good performance",45,45,581,30,21720,Pacific cod,Gadus macrocephalus,180,Male,50,1,,,,5,1,3,29-SEP-21
GOA,1999,978772,978900,199901,23,129,57.00818,-153.397,57.02083,-153.386,30,Kodiak,1,100,"Albatross Shallows",CENTRAL GOA,SHELF,,,0,Y,"Good performance",45,45,588,30,21720,Pacific cod,Gadus macrocephalus,290,Female,244,2,,,,5,1,6,29-SEP-21
GOA,1999,978772,978900,199901,23,129,57.00818,-153.397,57.02083,-153.386,30,Kodiak,1,100,"Albatross Shallows",CENTRAL GOA,SHELF,,,0,Y,"Good performance",45,45,591,30,21720,Pacific cod,Gadus macrocephalus,270,Female,216,1,,,,5,1,6,29-SEP-21
GOA,1999,978772,978901,199901,23,130,57.01312,-153.0756,57.01958,-153.0574,30,Kodiak,1,100,"Albatross Shallows",CENTRAL GOA,SHELF,,,0,Y,"Good performance",76,76,611,30,21720,Pacific cod,Gadus macrocephalus,460,Male,954,3,,,,5,1,6,29-SEP-21
GOA,2001,1077655,1077902,200101,57,12,53.49403,-166.39709,53.48924,-166.4184,111,Shumagin,101,200,"Shumagin Outer Shelf",WESTERN GOA,SHELF,,,1.1,Y,"Minor hang(s)",103,109,4,0,21720,Pacific cod,Gadus macrocephalus,600,Female,2200,7,,,,2,1,6,29-SEP-21
GOA,2001,1077655,1077671,200101,57,19,54.01027,-164.9415,54.00633,-164.96625,11,Shumagin,1,100,"Davidson Bank",WESTERN GOA,SHELF,,,0,Y,"Good performance",72,79,42,0,21720,Pacific cod,Gadus macrocephalus,420,Male,710,3,,,,2,1,6,29-SEP-21
GOA,2001,1077655,1077671,200101,57,19,54.01027,-164.9415,54.00633,-164.96625,11,Shumagin,1,100,"Davidson Bank",WESTERN GOA,SHELF,,,0,Y,"Good performance",72,79,52,0,21720,Pacific cod,Gadus macrocephalus,450,Female,900,3,,,,2,1,6,29-SEP-21
GOA,2001,1077655,1077678,200101,57,26,54.25249,-164.39931,54.25386,-164.425,11,Shumagin,1,100,"Davidson Bank",WESTERN GOA,SHELF,,,0,Y,"Good performance",74,81,61,0,21720,Pacific cod,Gadus macrocephalus,470,Male,1316,4,,,,2,1,6,29-SEP-21
GOA,2001,1077655,1077890,200101,57,35,54.20086,-163.6658,54.19648,-163.6438,11,Shumagin,1,100,"Davidson Bank",WESTERN GOA,SHELF,,,0,Y,"Good performance",76,84,71,0,21720,Pacific cod,Gadus macrocephalus,430,Male,866,3,,,,2,1,6,29-SEP-21
GOA,2001,1077655,1077694,200101,57,45,54.97876,-162.4055,54.98522,-162.38651,12,Shumagin,1,100,"Lower Alaska Peninsula",WESTERN GOA,SHELF,,,0,Y,"Good performance",35,42,83,0,21720,Pacific cod,Gadus macrocephalus,290,Male,222,2,,,,2,1,6,29-SEP-21
GOA,2001,1077655,1077694,200101,57,45,54.97876,-162.4055,54.98522,-162.38651,12,Shumagin,1,100,"Lower Alaska Peninsula",WESTERN GOA,SHELF,,,0,Y,"Good performance",35,42,84,0,21720,Pacific cod,Gadus macrocephalus,190,Male,74,1,,,,2,1,6,29-SEP-21
GOA,2001,1077655,1077694,200101,57,45,54.97876,-162.4055,54.98522,-162.38651,12,Shumagin,1,100,"Lower Alaska Peninsula",WESTERN GOA,SHELF,,,0,Y,"Good performance",35,42,90,0,21720,Pacific cod,Gadus macrocephalus,330,Male,368,2,,,,2,1,6,29-SEP-21
GOA,2001,1077655,1077694,200101,57,45,54.97876,-162.4055,54.98522,-162.38651,12,Shumagin,1,100,"Lower Alaska Peninsula",WESTERN GOA,SHELF,,,0,Y,"Good performance",35,42,95,0,21720,Pacific cod,Gadus macrocephalus,170,Female,64,1,,,,2,1,3,29-SEP-21
GOA,2001,1077655,1077694,200101,57,45,54.97876,-162.4055,54.98522,-162.38651,12,Shumagin,1,100,"Lower Alaska Peninsula",WESTERN GOA,SHELF,,,0,Y,"Good performance",35,42,99,0,21720,Pacific cod,Gadus macrocephalus,300,Female,264,2,,,,2,1,6,29-SEP-21
GOA,2001,1077655,1077694,200101,57,45,54.97876,-162.4055,54.98522,-162.38651,12,Shumagin,1,100,"Lower Alaska Peninsula",WESTERN GOA,SHELF,,,0,Y,"Good performance",35,42,102,0,21720,Pacific cod,Gadus macrocephalus,290,Female,236,2,,,,2,1,6,29-SEP-21
GOA,2001,1077655,1077886,200101,57,53,54.27723,-162.4454,54.28458,-162.43131,11,Shumagin,1,100,"Davidson Bank",WESTERN GOA,SHELF,,,-2.4,N,"Belly damaged",60,67,109,0,21720,Pacific cod,Gadus macrocephalus,680,Male,3378,6,,,,2,1,6,29-SEP-21
GOA,2001,1077655,1077886,200101,57,53,54.27723,-162.4454,54.28458,-162.43131,11,Shumagin,1,100,"Davidson Bank",WESTERN GOA,SHELF,,,-2.4,N,"Belly damaged",60,67,115,0,21720,Pacific cod,Gadus macrocephalus,770,Female,4978,7,,,,2,1,6,29-SEP-21
GOA,1993,784786,784326,199301,60,215,56.72783,-151.8175,56.702,-151.83217,134,Kodiak,101,200,"Kodiak Outer Shelf",CENTRAL GOA,SHELF,,,0,Y,"Good performance",126,126,744,134,21720,Pacific cod,Gadus macrocephalus,410,Female,705,3,,,,5,3,6,29-SEP-21
GOA,1993,784786,784326,199301,60,215,56.72783,-151.8175,56.702,-151.83217,134,Kodiak,101,200,"Kodiak Outer Shelf",CENTRAL GOA,SHELF,,,0,Y,"Good performance",126,126,751,134,21720,Pacific cod,Gadus macrocephalus,330,Male,360,2,,,,5,3,6,29-SEP-21
GOA,1993,784786,784326,199301,60,215,56.72783,-151.8175,56.702,-151.83217,134,Kodiak,101,200,"Kodiak Outer Shelf",CENTRAL GOA,SHELF,,,0,Y,"Good performance",126,126,760,134,21720,Pacific cod,Gadus macrocephalus,480,Male,1025,3,,,,5,3,6,29-SEP-21
GOA,1993,784786,784343,199301,60,232,59.30967,-152.9285,59.288,-152.94633,32,Kodiak,1,100,"Lower Cook Inlet",CENTRAL GOA,SHELF,,,0,Y,"Good performance",75,75,804,32,21720,Pacific cod,Gadus macrocephalus,390,Female,616,3,,,,5,3,6,29-SEP-21
GOA,1993,784786,784345,199301,60,234,59.7915,-152.694,59.80567,-152.657,32,Kodiak,1,100,"Lower Cook Inlet",CENTRAL GOA,SHELF,,,0,Y,"Good performance",29,29,816,32,21720,Pacific cod,Gadus macrocephalus,840,Female,6275,9,,,,5,3,6,29-SEP-21
GOA,1993,784786,784350,199301,60,239,59.05217,-152.59367,59.07967,-152.59833,132,Kodiak,101,200,"Barren Islands",CENTRAL GOA,SHELF,,,0,Y,"Good performance",143,143,822,132,21720,Pacific cod,Gadus macrocephalus,400,Male,750,3,,,,5,3,6,29-SEP-21
GOA,1999,978772,978844,199901,23,186,57.61213,-150.8361,57.61253,-150.8112,31,Kodiak,1,100,"Albatross Banks",CENTRAL GOA,SHELF,,,0,Y,"Good performance",85,85,661,31,21720,Pacific cod,Gadus macrocephalus,180,Female,52,1,,,,5,1,3,29-SEP-21
GOA,1999,978772,978844,199901,23,186,57.61213,-150.8361,57.61253,-150.8112,31,Kodiak,1,100,"Albatross Banks",CENTRAL GOA,SHELF,,,0,Y,"Good performance",85,85,666,31,21720,Pacific cod,Gadus macrocephalus,350,Female,384,3,,,,5,1,6,29-SEP-21
GOA,1999,978772,978844,199901,23,186,57.61213,-150.8361,57.61253,-150.8112,31,Kodiak,1,100,"Albatross Banks",CENTRAL GOA,SHELF,,,0,Y,"Good performance",85,85,667,31,21720,Pacific cod,Gadus macrocephalus,190,Female,70,1,,,,5,1,3,29-SEP-21
GOA,1999,978772,978844,199901,23,186,57.61213,-150.8361,57.61253,-150.8112,31,Kodiak,1,100,"Albatross Banks",CENTRAL GOA,SHELF,,,0,Y,"Good performance",85,85,670,31,21720,Pacific cod,Gadus macrocephalus,190,Male,64,1,,,,5,1,3,29-SEP-21
GOA,2001,1077656,1078077,200101,94,183,56.81237,-152.7486,56.81749,-152.76579,31,Kodiak,1,100,"Albatross Banks",CENTRAL GOA,SHELF,,,-2.4,N,"Belly damaged",63,70,316,0,21720,Pacific cod,Gadus macrocephalus,180,Female,50,1,,,,2,1,3,29-SEP-21
GOA,2001,1077656,1078083,200101,94,189,57.30746,-152.5183,57.29561,-152.53081,30,Kodiak,1,100,"Albatross Shallows",CENTRAL GOA,SHELF,,,0,Y,"Good performance",96,103,326,0,21720,Pacific cod,Gadus macrocephalus,620,Male,2748,5,,,,2,1,6,29-SEP-21
GOA,2001,1077656,1078083,200101,94,189,57.30746,-152.5183,57.29561,-152.53081,30,Kodiak,1,100,"Albatross Shallows",CENTRAL GOA,SHELF,,,0,Y,"Good performance",96,103,327,0,21720,Pacific cod,Gadus macrocephalus,580,Male,2140,5,,,,2,1,6,29-SEP-21
GOA,2001,1077656,1078083,200101,94,189,57.30746,-152.5183,57.29561,-152.53081,30,Kodiak,1,100,"Albatross Shallows",CENTRAL GOA,SHELF,,,0,Y,"Good performance",96,103,328,0,21720,Pacific cod,Gadus macrocephalus,700,Male,4028,6,,,,2,1,6,29-SEP-21
GOA,2001,1077656,1078089,200101,94,197,58.43659,-152.3913,58.44823,-152.3838,30,Kodiak,1,100,"Albatross Shallows",CENTRAL GOA,SHELF,,,0,Y,"Good performance",138,145,335,0,21720,Pacific cod,Gadus macrocephalus,500,Male,1502,4,,,,2,1,6,29-SEP-21
GOA,2001,1077656,1078096,200101,94,205,57.69581,-151.4232,57.69663,-151.4512,31,Kodiak,1,100,"Albatross Banks",CENTRAL GOA,SHELF,,,0,Y,"Good performance",57,64,337,0,21720,Pacific cod,Gadus macrocephalus,270,Male,202,2,,,,2,1,6,29-SEP-21
GOA,2001,1077656,1078100,200101,94,210,57.89623,-150.3654,57.88134,-150.3548,130,Kodiak,101,200,"Albatross Gullies",CENTRAL GOA,GULLY,,,0,Y,"Good performance",145,152,356,0,21720,Pacific cod,Gadus macrocephalus,420,Female,788,3,,,,2,1,6,29-SEP-21
GOA,2001,1077656,1078100,200101,94,210,57.89623,-150.3654,57.88134,-150.3548,130,Kodiak,101,200,"Albatross Gullies",CENTRAL GOA,GULLY,,,0,Y,"Good performance",145,152,357,0,21720,Pacific cod,Gadus macrocephalus,660,Male,3454,5,,,,2,1,6,29-SEP-21
GOA,2001,1077656,1078111,200101,94,222,58.27223,-151.2178,58.26269,-151.23711,130,Kodiak,101,200,"Albatross Gullies",CENTRAL GOA,GULLY,,,0,Y,"Good performance",121,128,358,0,21720,Pacific cod,Gadus macrocephalus,330,Male,376,2,,,,2,1,6,29-SEP-21
GOA,1993,784786,784400,199301,60,289,59.53967,-146.23267,59.524,-146.19683,41,Yakutat,1,100,"Middleton Shallows",EASTERN GOA,SHELF,,,0,Y,"Good performance",95,95,842,140,21720,Pacific cod,Gadus macrocephalus,770,Female,4061,7,,,,5,3,6,29-SEP-21
GOA,1993,784786,784400,199301,60,289,59.53967,-146.23267,59.524,-146.19683,41,Yakutat,1,100,"Middleton Shallows",EASTERN GOA,SHELF,,,0,Y,"Good performance",95,95,847,140,21720,Pacific cod,Gadus macrocephalus,610,Male,2452,5,,,,5,3,6,29-SEP-21
GOA,2001,1077656,1078151,200101,94,38,54.81962,-162.5002,54.82735,-162.5213,12,Shumagin,1,100,"Lower Alaska Peninsula",WESTERN GOA,SHELF,,,0,Y,"Good performance",37,45,111,0,21720,Pacific cod,Gadus macrocephalus,170,Female,42,1,,,,2,1,3,29-SEP-21
GOA,2001,1077656,1077956,200101,94,39,55.13699,-162.4817,55.14951,-162.48019,12,Shumagin,1,100,"Lower Alaska Peninsula",WESTERN GOA,SHELF,,,0,Y,"Good performance",83,91,116,0,21720,Pacific cod,Gadus macrocephalus,200,Male,76,1,,,,2,1,6,29-SEP-21
GOA,2001,1077656,1077958,200101,94,41,55.22686,-161.77831,55.23935,-161.77071,12,Shumagin,1,100,"Lower Alaska Peninsula",WESTERN GOA,SHELF,,,0,Y,"Good performance",105,112,122,0,21720,Pacific cod,Gadus macrocephalus,670,Male,2842,6,,,,2,1,6,29-SEP-21
GOA,2001,1077656,1077964,200101,94,47,54.48457,-162.72929,54.4798,-162.70869,11,Shumagin,1,100,"Davidson Bank",WESTERN GOA,SHELF,,,1.11,Y,"Completed tow",,157,127,0,21720,Pacific cod,Gadus macrocephalus,240,Female,118,1,,,,2,1,6,29-SEP-21
GOA,2001,1077656,1077977,200101,94,65,55.71338,-160.07021,55.7074,-160.0475,12,Shumagin,1,100,"Lower Alaska Peninsula",WESTERN GOA,SHELF,,,0,Y,"Good performance",19,27,134,0,21720,Pacific cod,Gadus macrocephalus,230,Male,126,1,,,,2,1,6,29-SEP-21
GOA,2001,1077656,1077977,200101,94,65,55.71338,-160.07021,55.7074,-160.0475,12,Shumagin,1,100,"Lower Alaska Peninsula",WESTERN GOA,SHELF,,,0,Y,"Good performance",19,27,135,0,21720,Pacific cod,Gadus macrocephalus,240,Male,138,1,,,,2,1,6,29-SEP-21
GOA,2001,1077656,1078177,200101,94,81,55.04664,-158.0896,55.06015,-158.091,21,Chirikof,1,100,"Semidi Bank",CENTRAL GOA,SHELF,,,0,Y,"Good performance",88,96,142,0,21720,Pacific cod,Gadus macrocephalus,520,Male,1514,4,,,,2,1,6,29-SEP-21
GOA,2001,1077656,1078166,200101,94,84,54.91681,-157.5186,54.90871,-157.53889,21,Chirikof,1,100,"Semidi Bank",CENTRAL GOA,SHELF,,,0,Y,"Good performance",149,156,152,0,21720,Pacific cod,Gadus macrocephalus,600,Female,2346,5,,,,2,1,6,29-SEP-21
GOA,1993,784786,784432,199301,60,321,58.91667,-150.32633,58.91617,-150.27233,131,Kodiak,101,200,"Portlock Flats",CENTRAL GOA,SHELF,,,0,Y,"Good performance",143,143,879,131,21720,Pacific cod,Gadus macrocephalus,470,Male,1200,3,,,,5,3,6,29-SEP-21
GOA,2001,1077655,1077805,200101,57,208,58.04012,-150.82761,58.04296,-150.80341,130,Kodiak,101,200,"Albatross Gullies",CENTRAL GOA,GULLY,,,0,Y,"Good performance",140,147,335,0,21720,Pacific cod,Gadus macrocephalus,650,Female,3264,7,,,,2,1,6,29-SEP-21
GOA,2001,1077655,1077805,200101,57,208,58.04012,-150.82761,58.04296,-150.80341,130,Kodiak,101,200,"Albatross Gullies",CENTRAL GOA,GULLY,,,0,Y,"Good performance",140,147,339,0,21720,Pacific cod,Gadus macrocephalus,660,Female,3320,6,,,,2,1,6,29-SEP-21
GOA,2001,1077655,1077805,200101,57,208,58.04012,-150.82761,58.04296,-150.80341,130,Kodiak,101,200,"Albatross Gullies",CENTRAL GOA,GULLY,,,0,Y,"Good performance",140,147,342,0,21720,Pacific cod,Gadus macrocephalus,510,Male,1350,4,,,,2,1,6,29-SEP-21
GOA,2001,1077655,1077808,200101,57,211,58.13471,-150.6669,58.12965,-150.6431,130,Kodiak,101,200,"Albatross Gullies",CENTRAL GOA,GULLY,,,0,Y,"Good performance",118,125,356,0,21720,Pacific cod,Gadus macrocephalus,440,Male,898,3,,,,2,1,6,29-SEP-21
GOA,2001,1077655,1077813,200101,57,217,58.64342,-150.39529,58.65134,-150.41541,131,Kodiak,101,200,"Portlock Flats",CENTRAL GOA,SHELF,,,1.11,Y,"Completed tow",173,179,359,0,21720,Pacific cod,Gadus macrocephalus,790,Female,5484,7,,,,2,1,6,29-SEP-21
GOA,2001,1077655,1077832,200101,57,240,59.91357,-147.4001,59.90051,-147.4017,33,Kodiak,1,100,"Kenai Peninsula",CENTRAL GOA,SHELF,,,0,Y,"Good performance",49,54,367,0,21720,Pacific cod,Gadus macrocephalus,440,Female,842,3,,,,2,1,6,29-SEP-21
GOA,2001,1077656,1078161,200101,94,232,58.78942,-150.0168,58.78955,-149.9868,131,Kodiak,101,200,"Portlock Flats",CENTRAL GOA,SHELF,,,1.1,Y,"Minor hang(s)",163,170,369,0,21720,Pacific cod,Gadus macrocephalus,730,Female,4470,7,,,,2,1,6,29-SEP-21
GOA,2001,1077655,1077892,200101,57,74,54.97789,-160.0336,54.98922,-160.0213,13,Shumagin,1,100,"Shumagin Bank",WESTERN GOA,SHELF,,,0,Y,"Good performance",29,37,129,0,21720,Pacific cod,Gadus macrocephalus,240,Female,144,1,,,,2,1,6,29-SEP-21
GOA,2001,1077655,1077732,200101,57,91,54.85494,-158.1467,54.84248,-158.1467,120,Chirikof,101,200,"East Shumagin Gully",CENTRAL GOA,GULLY,,,0,Y,"Good performance",154,161,158,0,21720,Pacific cod,Gadus macrocephalus,550,Male,1906,4,,,,2,1,6,29-SEP-21
